Kode,Nama Perusahaan,Sektor Bisnis,Website,Social Media,Kontak
448,BEI: JKSW,Jakarta Kyoei Steel Works Tbk.,,[],
449,BEI: JMAS,Asuransi Jiwa Syariah Jasa Mit,,[],
450,BEI: JPFA,Japfa Comfeed Indonesia Tbk.,,[],
451,BEI: JRPT,Jaya Real Property Tbk.,,[],
452,BEI: JSPT,Jakarta Setiabudi Internasiona,,[],
453,BEI: JSKY,Sky Energy Indonesia Tbk.,,[],
454,BEI: JSMR,Jasa Marga (Persero) Tbk.,,[],
455,BEI: JTPE,Jasuindo Tiga Perkasa Tbk.,,[],
456,BEI: KAEF,Kimia Farma Tbk.,,[],
457,BEI: KARW,Meratus Jasa Prima Tbk.,,[],
458,BEI: KAYU,Darmi Bersaudara Tbk.,,[],
459,BEI: KBAG,Karya Bersama Anugerah Tbk.,,[],
460,BEI: KBLI,KMI Wire & Cable Tbk.,,[],
461,BEI: KBLM,Kabelindo Murni Tbk.,,[],
462,BEI: KBLV,First Media Tbk.,,[],
463,BEI: KBRI,Kertas Basuki Rachmat Indonesi,,[],
464,BEI: KDSI,Kedawung Setia Industrial Tbk.,,[],
465,BEI: KDTN,Puri Sentul Permai Tbk.,,[],
466,BEI: KEEN,Kencana Energi Lestari Tbk.,,[],
467,BEI: KEJU,Mulia Boga Raya Tbk.,,[],
468,BEI: KETR,Ketrosden Triasmitra Tbk.,,[],
469,BEI: KIAS,Keramika Indonesia Assosiasi T,,[],
470,BEI: KICI,Kedaung Indah Can Tbk,,[],
471,BEI: KIJA,Kawasan Industri Jababeka Tbk.,,[],
472,BEI: KING,Hoffmen Cleanindo Tbk.,,[],
473,BEI: KINO,Kino Indonesia Tbk.,,[],
474,BEI: KIOS,Kioson Komersial Indonesia Tbk,,[],
475,BEI: KJEN,Krida Jaringan Nusantara Tbk.,,[],
476,BEI: KKES,Kusuma Kemindo Sentosa Tbk.,,[],
477,BEI: KKGI,Resource Alam Indonesia Tbk.,,[],
478,BEI: KLAS,Pelayaran Kurnia Lautan Semest,,[],
479,BEI: KLBF,Kalbe Farma Tbk.,,[],
480,BEI: KLIN,Klinko Karya Imaji Tbk.,,[],
481,BEI: KMDS,Kurniamitra Duta Sentosa Tbk.,,[],
482,BEI: KMTR,Kirana Megatara Tbk.,,[],
483,BEI: KOBX,Kobexindo Tractors Tbk.,,[],
484,BEI: KOCI,Kokoh Exa Nusantara Tbk.,,[],
485,BEI: KOIN,Kokoh Inti Arebama Tbk,,[],
486,BEI: KOKA,Koka Indonesia Tbk.,,[],
487,BEI: KONI,Perdana Bangun Pusaka Tbk,,[],
488,BEI: KOPI,Mitra Energi Persada Tbk.,,[],
489,BEI: KOTA,DMS Propertindo Tbk.,,[],
490,BEI: KPAL,Steadfast Marine Tbk.,,[],
491,BEI: KPAS,Cottonindo Ariesta Tbk.,,[],
492,BEI: KPIG,MNC Land Tbk.,,[],
493,BEI: KRAH,Grand Kartech Tbk.,,[],
494,BEI: KRAS,Krakatau Steel (Persero) Tbk.,,[],
495,BEI: KREN,Quantum Clovera Investama Tbk.,,[],
496,BEI: KRYA,Bangun Karya Perkasa Jaya Tbk.,,[],
497,BEI: KUAS,Ace Oldfields Tbk.,,[],
498,BEI: LABA,Green Power Group Tbk.,,[],
499,BEI: LABS,UBC Medical Indonesia Tbk.,,[],
500,BEI: LAJU,Jasa Berdikari Logistics Tbk.,,[],
501,BEI: LAND,Trimitra Propertindo Tbk.,,[],
502,BEI: LAPD,Leyand International Tbk.,,[],
503,BEI: LCGP,Eureka Prima Jakarta Tbk.,,[],
504,BEI: LCKM,LCK Global Kedaton Tbk.,,[],
505,BEI: LEAD,Logindo Samudramakmur Tbk.,,[],
506,BEI: LFLO,Imago Mulia Persada Tbk.,,[],
507,BEI: LIFE,MSIG Life Insurance Indonesia,,[],
508,BEI: LINK,Link Net Tbk.,,[],
509,BEI: LION,Lion Metal Works Tbk.,,[],
510,BEI: LIVE,Homeco Victoria Makmur Tbk.,,[],
511,BEI: LMAS,Limas Indonesia Makmur Tbk,,[],
512,BEI: LMAX,Lupromax Pelumas Indonesia Tbk,,[],
513,BEI: LMPI,Langgeng Makmur Industri Tbk.,,[],
514,BEI: LMSH,Lionmesh Prima Tbk.,,[],
515,BEI: LOPI,Logisticsplus International Tb,,[],
516,BEI: LPCK,Lippo Cikarang Tbk,,[],
517,BEI: LPGI,Lippo General Insurance Tbk.,,[],
518,BEI: LPIN,Multi Prima Sejahtera Tbk,,[],
519,BEI: LPKR,Lippo Karawaci Tbk.,,[],
520,BEI: LPLI,Star Pacific Tbk,,[],
521,BEI: LPPF,Matahari Department Store Tbk.,,[],
522,BEI: LPPS,Lenox Pasifik Investama Tbk.,,[],
523,BEI: LRNA,Eka Sari Lorena Transport Tbk.,,[],
524,BEI: LSIP,PP London Sumatra Indonesia Tb,,[],
525,BEI: LTLS,Lautan Luas Tbk.,,[],
526,BEI: LUCK,Sentral Mitra Informatika Tbk.,,[],
527,BEI: LUCY,Lima Dua Lima Tiga Tbk.,,[],
528,BEI: MABA,Marga Abhinaya Abadi Tbk.,,[],
529,BEI: MAGP,Multi Agro Gemilang Plantation,,[],
530,BEI: MAHA,Mandiri Herindo Adiperkasa Tbk,,[],
531,BEI: MAIN,Malindo Feedmill Tbk.,,[],
532,BEI: MAMI,Mas Murni Indonesia Tbk,,[],
533,BEI: MANG,Manggung Polahraya Tbk.,,[],
534,BEI: MAPA,Map Aktif Adiperkasa Tbk.,,[],
535,BEI: MAPB,MAP Boga Adiperkasa Tbk.,,[],
536,BEI: MAPI,Mitra Adiperkasa Tbk.,,[],
537,BEI: MARI,Mahaka Radio Integra Tbk.,,[],
538,BEI: MARK,Mark Dynamics Indonesia Tbk.,,[],
539,BEI: MASA,Multistrada Arah Sarana Tbk.,,[],
540,BEI: MASB,Bank Multiarta Sentosa Tbk.,,[],
541,BEI: MAXI,Maxindo Karya Anugerah Tbk.,,[],
542,BEI: MAYA,Bank Mayapada Internasional Tb,,[],
543,BEI: MBAP,Mitrabara Adiperdana Tbk.,,[],
544,BEI: MBMA,Merdeka Battery Materials Tbk.,,[],
545,BEI: MBSS,Mitrabahtera Segara Sejati Tbk,,[],
546,BEI: MBTO,Martina Berto Tbk.,,[],
547,BEI: MCAS,M Cash Integrasi Tbk.,,[],
548,BEI: MCOL,Prima Andalan Mandiri Tbk.,,[],
549,BEI: MCOR,Bank China Construction Bank I,,[],
550,BEI: MDIA,Intermedia Capital Tbk.,,[],
551,BEI: MDKA,Merdeka Copper Gold Tbk.,,[],
552,BEI: MDKI,Emdeki Utama Tbk.,,[],
553,BEI: MDLN,Modernland Realty Tbk.,,[],
554,BEI: MDRN,Modern Internasional Tbk.,,[],
555,BEI: MEDC,Medco Energi Internasional Tbk,,[],
556,BEI: MEDS,Hetzer Medical Indonesia Tbk.,,[],
557,BEI: MEGA,Bank Mega Tbk.,,[],
558,BEI: MEJA,Harta Djaya Karya Tbk.,,[],
559,BEI: MENN,Menn Teknologi Indonesia Tbk.,,[],
560,BEI: MERK,Merck Tbk.,,[],
561,BEI: META,Nusantara Infrastructure Tbk.,,[],
562,BEI: MFIN,Mandala Multifinance Tbk.,,[],
563,BEI: MFMI,Multifiling Mitra Indonesia Tb,,[],
564,BEI: MGLV,Panca Anugrah Wisesa Tbk.,,[],
565,BEI: MGNA,Magna Investama Mandiri Tbk.,,[],
566,BEI: MGRO,Mahkota Group Tbk.,,[],
567,BEI: MHKI,Multi Hanna Kreasindo Tbk.,,[],
568,BEI: MICE,Multi Indocitra Tbk.,,[],
569,BEI: MIDI,Midi Utama Indonesia Tbk.,,[],
570,BEI: MIKA,Mitra Keluarga Karyasehat Tbk.,,[],
571,BEI: MINA,Sanurhasta Mitra Tbk.,,[],
572,BEI: MIRA,Mitra International Resources,,[],
573,BEI: MITI,Mitra Investindo Tbk.,,[],
574,BEI: MKAP,Multikarya Asia Pasifik Raya T,,[],
575,BEI: MKNT,Mitra Komunikasi Nusantara Tbk,,[],
576,BEI: MKPI,Metropolitan Kentjana Tbk.,,[],
577,BEI: MKTR,Menthobi Karyatama Raya Tbk.,,[],
578,BEI: MLPT,Multipolar Technology Tbk.,,[],
579,BEI: MLBI,Multi Bintang Indonesia Tbk.,,[],
580,BEI: MLIA,Mulia Industrindo Tbk,,[],
581,BEI: MLPL,Multipolar Tbk.,,[],
582,BEI: MMIX,Multi Medika Internasional Tbk,,[],
583,BEI: MMLP,Mega Manunggal Property Tbk.,,[],
584,BEI: MNCN,Media Nusantara Citra Tbk.,,[],
585,BEI: MOLI,Madusari Murni Indah Tbk.,,[],
586,BEI: MORA,Mora Telematika Indonesia Tbk.,,[],
587,BEI: PTMP,Mitra Pack Tbk.,,[],
588,BEI: MPIX,Mitra Pedagang Indonesia Tbk.,,[],
589,BEI: MPMX,Mitra Pinasthika Mustika Tbk.,,[],
590,BEI: MPOW,Megapower Makmur Tbk.,,[],
591,BEI: MPPA,Matahari Putra Prima Tbk.,,[],
592,BEI: MPRO,Maha Properti Indonesia Tbk.,,[],
593,BEI: MPXL,MPX Logistics International Tb,,[],
594,BEI: PTMR,Master Print Tbk.,,[],
595,BEI: MRAT,Mustika Ratu Tbk.,,[],
596,BEI: MREI,Maskapai Reasuransi Indonesia,,[],
597,BEI: MSIE,Multisarana Intan Eduka Tbk.,,[],
598,BEI: MSIN,MNC Digital Entertainment Tbk.,,[],
599,BEI: MSJA,Multi Spunindo Jaya Tbk.,,[],
600,BEI: MSKY,MNC Sky Vision Tbk.,,[],
601,BEI: MSTI,Mastersystem Infotama Tbk.,,[],
602,BEI: MTDL,Metrodata Electronics Tbk.,,[],
603,BEI: MTEL,Dayamitra Telekomunikasi Tbk.,,[],
604,BEI: MTFN,Capitalinc Investment Tbk.,,[],
605,BEI: MTLA,Metropolitan Land Tbk.,,[],
606,BEI: MTMH,Murni Sadar Tbk.,,[],
607,BEI: MTPS,Meta Epsi Tbk.,,[],
608,BEI: MTRA,Mitra Pemuda Tbk.,,[],
609,BEI: MTSM,Metro Realty Tbk.,,[],
610,BEI: MTWI,Malacca Trust Wuwungan Insuran,,[],
611,BEI: MUTU,Mutuagung Lestari Tbk.,,[],
612,BEI: MYOH,Samindo Resources Tbk.,,[],
613,BEI: MYOR,Mayora Indah Tbk.,,[],
614,BEI: MYRX,Hanson International Tbk.,,[],
615,BEI: MYTX,Asia Pacific Investama Tbk.,,[],
616,BEI: NAIK,Adiwarna Anugerah Abadi Tbk.,,[],
617,BEI: NANO,Nanotech Indonesia Global Tbk.,,[],
618,BEI: NASA,Andalan Perkasa Abadi Tbk.,,[],
619,BEI: NASI,Wahana Inti Makmur Tbk.,,[],
620,BEI: NATO,Surya Permata Andalan Tbk.,,[],
621,BEI: NAYZ,Hassana Boga Sejahtera Tbk.,,[],
622,BEI: NCKL,Trimegah Bangun Persada Tbk.,,[],
623,BEI: NELY,Pelayaran Nelly Dwi Putri Tbk.,,[],
624,BEI: NEST,Esta Indonesia Tbk.,,[],
625,BEI: NETV,Net Visi Media Tbk.,,[],
626,BEI: NFCX,NFC Indonesia Tbk.,,[],
627,BEI: NICE,Adhi Kartiko Pratama Tbk.,,[],
628,BEI: NICK,Charnic Capital Tbk.,,[],
629,BEI: NICL,PAM Mineral Tbk.,,[],
630,BEI: NIKL,Pelat Timah Nusantara Tbk.,,[],
631,BEI: NINE,Techno9 Indonesia Tbk.,,[],
632,BEI: NIPS,Nipress Tbk.,,[],
633,BEI: NIRO,City Retail Developments Tbk.,,[],
634,BEI: NISP,Bank OCBC NISP Tbk.,,[],
635,BEI: NOBU,Bank Nationalnobu Tbk.,,[],
636,BEI: NPGF,Nusa Palapa Gemilang Tbk.,,[],
637,BEI: NRCA,Nusa Raya Cia Tbk.,,[],
638,BEI: NSSS,Nusantara Sawit Sejahtera Tbk.,,[],
639,BEI: NTBK,Nusatama Berkah Tbk.,,[],
640,BEI: NUSA,Sinergi Megah Internusa Tbk.,,[],
641,BEI: NZIA,Nusantara Almazia Tbk.,,[],
642,BEI: OASA,Maharaksa Biru Energi Tbk.,,[],
643,BEI: OBMD,OBM Drilchem Tbk.,,[],
644,BEI: OCAP,Onix Capital Tbk.,,[],
645,BEI: OILS,Indo Oil Perkasa Tbk.,,[],
646,BEI: OKAS,Ancora Indonesia Resources Tbk,,[],
647,BEI: OLIV,Oscar Mitra Sukses Sejahtera T,,[],
648,BEI: OMED,Jayamas Medica Industri Tbk.,,[],
649,BEI: OMRE,Indonesia Prima Property Tbk,,[],
650,BEI: OPMS,Oima Prima Metal Sinergi Tbk,,[],
651,BEI: PACK,Solusi Kemasan Digital Tbk.,,[],
652,BEI: PADA,Personel Alih Daya Tbk.,,[],
653,BEI: PADI,Minna Padi Investama Sekuritas,,[],
654,BEI: PALM,Provident Investasi Bersama Tb,,[],
655,BEI: PAMG,Bima Sakti Pertiwi Tbk.,,[],
656,BEI: PANI,Pantai Indah Kapuk Dua Tbk.,,[],
657,BEI: PANR,Panorama Sentrawisata Tbk.,,[],
658,BEI: PANS,Panin Sekuritas Tbk.,,[],
659,BEI: PART,Cipta Perdana Lancar Tbk.,,[],
660,BEI: PBID,Panca Budi Idaman Tbk.,,[],
661,BEI: PBRX,Pan Brothers Tbk.,,[],
662,BEI: PBSA,Paramita Bangun Sarana Tbk.,,[],
663,BEI: PCAR,Prima Cakrawala Abadi Tbk.,,[],
664,BEI: PDES,Destinasi Tirta Nusantara Tbk,,[],
665,BEI: PDPP,Primadaya Plastisindo Tbk.,,[],
666,BEI: PEGE,Panca Global Kapital Tbk.,,[],
667,BEI: PEHA,Phapros Tbk.,,[],
668,BEI: PEVE,Penta Valent Tbk.,,[],
669,BEI: PGAS,Perusahaan Gas Negara Tbk.,,[],
670,BEI: PGEO,Pertamina Geothermal Energy Tb,,[],
671,BEI: PGJO,Tourindo Guide Indonesia Tbk.,,[],
672,BEI: PGLI,Pembangunan Graha Lestari Inda,,[],
673,BEI: PGUN,Pradiksi Gunatama Tbk.,,[],
674,BEI: PICO,Pelangi Indah Canindo Tbk,,[],
675,BEI: PIPA,Multi Makmur Lemindo Tbk.,,[],
676,BEI: PJAA,Pembangunan Jaya Ancol Tbk.,,[],
677,BEI: PKPK,Perdana Karya Perkasa Tbk,,[],
678,BEI: PLAN,Planet Properindo Jaya Tbk.,,[],
679,BEI: PLAS,Polaris Investama Tbk,,[],
680,BEI: PLIN,Plaza Indonesia Realty Tbk.,,[],
681,BEI: PMJS,Putra Mandiri Jembar Tbk.,,[],
682,BEI: PMMP,Panca Mitra Multiperdana Tbk.,,[],
683,BEI: PNBN,Bank Pan Indonesia Tbk,,[],
684,BEI: PNBS,Bank Panin Dubai Syariah Tbk.,,[],
685,BEI: PNGO,Pinago Utama Tbk.,,[],
686,BEI: PNIN,Paninvest Tbk.,,[],
687,BEI: PNLF,Panin Financial Tbk.,,[],
688,BEI: PNSE,Pudjiadi & Sons Tbk.,,[],
689,BEI: POLA,Pool Advista Finance Tbk.,,[],
690,BEI: POLI,Pollux Hotels Group Tbk.,,[],
691,BEI: POLL,Pollux Properties Indonesia Tb,,[],
692,BEI: POLU,Golden Flower Tbk.,,[],
693,BEI: POLY,Asia Pacific Fibers Tbk,,[],
694,BEI: POOL,Pool Advista Indonesia Tbk.,,[],
695,BEI: PORT,Nusantara Pelabuhan Handal Tbk,,[],
696,BEI: POSA,Bliss Properti Indonesia Tbk.,,[],
697,BEI: POWR,Cikarang Listrindo Tbk.,,[],
698,BEI: PTPP,PP (Persero) Tbk.,,[],
699,BEI: PPGL,Prima Globalindo Logistik Tbk.,,[],
700,BEI: PPRE,PP Presisi Tbk.,,[],
701,BEI: PPRI,Paperocks Indonesia Tbk.,,[],
702,BEI: PPRO,PP Properti Tbk.,,[],
703,BEI: PRAS,Prima Alloy Steel Universal Tb,,[],
704,BEI: PRAY,Famon Awal Bros Sedaya Tbk.,,[],
705,BEI: PRDA,Prodia Widyahusada Tbk.,,[],
706,BEI: PRIM,Royal Prima Tbk.,,[],
707,BEI: PTPS,Pulau Subur Tbk.,,[],
708,BEI: PSAB,J Resources Asia Pasifik Tbk.,,[],
709,BEI: PSDN,Prasidha Aneka Niaga Tbk,,[],
710,BEI: PSGO,Palma Serasih Tbk.,,[],
711,BEI: PSKT,Red Planet Indonesia Tbk.,,[],
712,BEI: PSSI,IMC Pelita Logistik Tbk.,,[],
713,BEI: PUDP,Pudjiadi Prestige Tbk.,,[],
714,BEI: PURA,Putra Rajawali Kencana Tbk.,,[],
715,BEI: PURE,Trinitan Metals and Minerals T,,[],
716,BEI: PURI,Puri Global Sukses Tbk.,,[],
717,BEI: PTPW,Pratama Widya Tbk.,,[],
718,BEI: PWON,Pakuwon Jati Tbk.,,[],
719,BEI: PYFA,Pyridam Farma Tbk,,[],
720,BEI: PZZA,Sarimelati Kencana Tbk.,,[],
721,BEI: RAAM,Tripar Multivision Plus Tbk.,,[],
722,BEI: RAFI,Sari Kreasi Boga Tbk.,,[],
723,BEI: RAJA,Rukun Raharja Tbk.,,[],
724,BEI: RALS,Ramayana Lestari Sentosa Tbk.,,[],
725,BEI: RANC,Supra Boga Lestari Tbk.,,[],
726,BEI: RBMS,Ristia Bintang Mahkotasejati T,,[],
727,BEI: RCCC,Utama Radar Cahaya Tbk.,,[],
728,BEI: RDTX,Roda Vivatex Tbk,,[],
729,BEI: REAL,Repower Asia Indonesia Tbk.,,[],
730,BEI: RELF,Graha Mitra Asia Tbk.,,[],
731,BEI: RELI,Reliance Sekuritas Indonesia T,,[],
732,BEI: RGAS,Kian Santang Muliatama Tbk.,,[],
733,BEI: RICY,Ricky Putra Globalindo Tbk,,[],
734,BEI: RIGS,Rig Tenders Indonesia Tbk.,,[],
735,BEI: RIMO,Rimo International Lestari Tbk,,[],
736,BEI: RISE,Jaya Sukses Makmur Sentosa Tbk,,[],
737,BEI: RMKE,RMK Energy Tbk.,,[],
738,BEI: RMKO,Royaltama Mulia Kontraktorindo,,[],
739,BEI: PTRO,Petrosea Tbk.,,[],
740,BEI: ROCK,Rockfields Properti Indonesia,,[],
741,BEI: RODA,Pikko Land Development Tbk.,,[],
742,BEI: RONY,Aesler Grup Internasional Tbk.,,[],
743,BEI: ROTI,Nippon Indosari Corpindo Tbk.,,[],
744,BEI: RSCH,Charlie Hospital Semarang Tbk.,,[],
745,BEI: RSGK,Kedoya Adyaraya Tbk.,,[],
746,BEI: RUIS,Radiant Utama Interinsco Tbk.,,[],
747,BEI: RUNS,Global Sukses Solusi Tbk.,,[],
748,BEI: SAFE,Steady Safe Tbk,,[],
749,BEI: SAGE,Saausaha Gemilangindah Tbk.,,[],
750,BEI: SAME,Sarana Meditama Metropolitan T,,[],
751,BEI: SAMF,Saraswanti Anugerah Makmur Tbk,,[],
752,BEI: SAPX,Satria Antaran Prima Tbk.,,[],
753,BEI: SATU,Kota Satu Properti Tbk.,,[],
754,BEI: SBAT,Sejahtera Bintang Abadi Textil,,[],
755,BEI: SBMA,Surya Biru Murni Acetylene Tbk,,[],
756,BEI: SCCO,Supreme Cable Manufacturing &,,[],
757,BEI: SCMA,Surya Citra Media Tbk.,,[],
758,BEI: SCNP,Selaras Citra Nusantara Perkas,,[],
759,BEI: SCPI,Organon Pharma Indonesia Tbk.,,[],
760,BEI: SDMU,Sidomulyo Selaras Tbk.,,[],
761,BEI: SDPC,Millennium Pharmacon Internati,,[],
762,BEI: SDRA,Bank Woori Saudara Indonesia 1,,[],
763,BEI: SEMA,Semacom Integrated Tbk.,,[],
764,BEI: SFAN,Surya Fajar Capital Tbk.,,[],
765,BEI: SGER,Sumber Global Energy Tbk.,,[],
766,BEI: SGRO,Sampoerna Agro Tbk.,,[],
767,BEI: SHID,Hotel Sahid Jaya International,,[],
768,BEI: SHIP,Sillo Maritime Perdana Tbk.,,[],
769,BEI: SICO,Sigma Energy Compressindo Tbk.,,[],
770,BEI: SIDO,Industri Jamu dan Farmasi Sido,,[],
771,BEI: SILO,Siloam International Hospitals,,[],
772,BEI: SIMA,Siwani Makmur Tbk,,[],
773,BEI: SIMP,Salim Ivomas Pratama Tbk.,,[],
774,BEI: SINI,Singaraja Putra Tbk.,,[],
775,BEI: SIPD,Sreeya Sewu Indonesia Tbk.,,[],
776,BEI: SKBM,Sekar Bumi Tbk.,,[],
777,BEI: SKLT,Sekar Laut Tbk.,,[],
778,BEI: SKRN,Superkrane Mitra Utama Tbk.,,[],
779,BEI: SKYB,Northcliff Citranusa Indonesia,,[],
780,BEI: SLIS,Gaya Abadi Sempurna Tbk.,,[],
781,BEI: SMAR,Smart Tbk.,,[],
782,BEI: SMBR,Semen Baturaja Tbk.,,[],
783,BEI: SMCB,Solusi Bangun Indonesia Tbk.,,[],
784,BEI: SMDM,Suryamas Dutamakmur Tbk.,,[],
785,BEI: SMDR,Samudera Indonesia  Tbk.,,[],
786,BEI: SMGA,Sumber Mineral Global Abadi Tb,,[],
787,BEI: SMGR,Semen Indonesia (Persero) Tbk.,,[],
788,BEI: SMIL,Sarana Mitra Luas Tbk.,,[],
789,BEI: SMKL,Satyamitra Kemas Lestari Tbk.,,[],
790,BEI: SMKM,Sumber Mas Konstruksi Tbk.,,[],
791,BEI: SMLE,Sinergi Multi Lestarindo Tbk.,,[],
792,BEI: SMMA,Sinarmas Multiartha Tbk.,,[],
793,BEI: SMMT,Golden Eagle Energy Tbk.,,[],
794,BEI: SMRA,Summarecon Agung Tbk.,,[],
795,BEI: SMRU,SMR Utama Tbk.,,[],
796,BEI: SMSM,Selamat Sempurna Tbk.,,[],
797,BEI: PTSN,Sat Nusapersada Tbk,,[],
798,BEI: SNLK,Sunter Lakeside Hotel Tbk.,,[],
799,BEI: SPTO,Surya Pertiwi Tbk.,,[],
800,BEI: SOCI,Soechi Lines Tbk.,,[],
801,BEI: SOFA,Boston Furniture Industries Tb,,[],
802,BEI: SOHO,Soho Global Health Tbk.,,[],
803,BEI: SOLA,Xolare RCR Energy Tbk.,,[],
804,BEI: SONA,Sona Topas Tourism Industry Tb,,[],
805,BEI: SOSS,Shield On Service Tbk.,,[],
806,BEI: SOTS,Satria Mega Kencana Tbk.,,[],
807,BEI: SOUL,Mitra Tirta Buwana Tbk.,,[],
808,BEI: PTSP,Pioneerindo Gourmet Internatio,,[],
809,BEI: SPMA,Suparma Tbk.,,[],
810,BEI: SPRE,Soraya Berjaya Indonesia Tbk.,,[],
811,BEI: SQMI,Wilton Makmur Indonesia Tbk.,,[],
812,BEI: SRAJ,Sejahteraraya Anugrahjaya Tbk.,,[],
813,BEI: SRIL,Sri Rejeki Isman Tbk.,,[],
814,BEI: SRSN,Indo Acidatama Tbk,,[],
815,BEI: SRTG,Saratoga Investama Sedaya Tbk.,,[],
816,BEI: SSIA,Surya Semesta Internusa Tbk.,,[],
817,BEI: SSMS,Sawit Sumbermas Sarana Tbk.,,[],
818,BEI: SSTM,Sunson Textile Manufacture Tbk,,[],
819,BEI: STAA,Sumber Tani Agung Resources Tb,,[],
820,BEI: STAR,Buana Artha Anugerah Tbk.,,[],
821,BEI: STRK,Lovina Beach Brewery Tbk.,,[],
822,BEI: STTP,Siantar Top Tbk.,,[],
823,BEI: SUGI,Sugih Energy Tbk.,,[],
824,BEI: SULI,SLJ Global Tbk.,,[],
825,BEI: SUNI,Sunindo Pratama Tbk.,,[],
826,BEI: SUPR,Solusi Tunas Pratama Tbk.,,[],
827,BEI: SURE,Super Energy Tbk.,,[],
828,BEI: SURI,Maja Agung Latexindo Tbk.,,[],
829,BEI: SWAT,Sriwahana Adityakarta Tbk.,,[],
830,BEI: SWID,Saraswanti Indoland Developmen,,[],
831,BEI: TALF,Tunas Alfin Tbk.,,[],
832,BEI: TAMA,Lancartama Sejati Tbk.,,[],
833,BEI: TAMU,Pelayaran Tamarin Samudra Tbk.,,[],
834,BEI: TAPG,Triputra Agro Persada Tbk.,,[],
835,BEI: TARA,Agung Semesta Sejahtera Tbk.,,[],
836,BEI: TAXI,Express Transindo Utama Tbk.,,[],
837,BEI: TAYS,Jaya Swarasa Agung Tbk.,,[],
838,BEI: TBIG,Tower Bersama Infrastructure T,,[],
839,BEI: TBLA,Tunas Baru Lampung Tbk.,,[],
840,BEI: TBMS,Tembaga Mulia Semanan Tbk.,,[],
841,BEI: TCID,Mandom Indonesia Tbk.,,[],
842,BEI: TCPI,Transcoal Pacific Tbk.,,[],
843,BEI: TDPM,Tianrong Chemicals Industry Tb,,[],
844,BEI: TEBE,Dana Brata Luhur Tbk.,,[],
845,BEI: TECH,Indosterling Technomedia Tbk.,,[],
846,BEI: TELE,Omni Inovasi Indonesia Tbk.,,[],
847,BEI: TFAS,Telefast Indonesia Tbk.,,[],
848,BEI: TFCO,Tifico Fiber Indonesia Tbk.,,[],
849,BEI: TGKA,Tigaraksa Satria Tbk.,,[],
850,BEI: TGRA,Terregra Asia Energy Tbk.,,[],
851,BEI: TGUK,Platinum Wahab Nusantara Tbk.,,[],
852,BEI: TIFA,KDB Tifa Finance Tbk.,,[],
853,BEI: TINS,Timah Tbk.,,[],
854,BEI: TIRA,Tira Austenite Tbk,,[],
855,BEI: TIRT,Tirta Mahakam Resources Tbk,,[],
856,BEI: TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,,[],
857,BEI: TLDN,Teladan Prima Agro Tbk.,,[],
858,BEI: TLKM,Telkom Indonesia (Persero) Tbk.,,[],
859,BEI: TMAS,Temas Tbk.,,[],
860,BEI: TMPO,Tempo Intimedia Tbk.,,[],
861,BEI: TNCA,Trimuda Nuansa Citra Tbk.,,[],
862,BEI: TOBA,TBS Energi Utama Tbk.,,[],
863,BEI: TOOL,Rohartindo Nusantara Luas Tbk.,,[],
864,BEI: TOPS,Totalindo Eka Persada Tbk.,,[],
865,BEI: TOSK,Topindo Solusi Komunika Tbk.,,[],
866,BEI: TOTL,Total Bangun Persada Tbk.,,[],
867,BEI: TOTO,Surya Toto Indonesia Tbk.,,[],
868,BEI: TOWR,Sarana Menara Nusantara Tbk.,,[],
869,BEI: TOYS,Sunindo Adipersada Tbk.,,[],
870,BEI: TPIA,Chandra Asri Pacific Tbk.,,[],
871,BEI: TPMA,Trans Power Marine Tbk.,,[],
872,BEI: TRAM,Trada Alam Minera Tbk.,,[],
873,BEI: TRGU,Cerestar Indonesia Tbk.,,[],
874,BEI: TRIL,Triwira Insanlestari Tbk.,,[],
875,BEI: TRIM,Trimegah Sekuritas Indonesia T,,[],
876,BEI: TRIN,Perintis Triniti Properti Tbk.,,[],
877,BEI: TRIO,Trikomsel Oke Tbk.,,[],
878,BEI: TRIS,Trisula International Tbk.,,[],
879,BEI: TRJA,Transkon Jaya Tbk.,,[],
880,BEI: TRON,Teknologi Karya Digital Nusa T,,[],
881,BEI: TRST,Trias Sentosa Tbk.,,[],
882,BEI: TRUE,Triniti Dinamik Tbk.,,[],
883,BEI: TRUK,Guna Timur Raya Tbk.,,[],
884,BEI: TRUS,Trust Finance Indonesia Tbk,,[],
885,BEI: TSPC,Tempo Scan Pacific Tbk.,,[],
886,BEI: TUGU,Asuransi Tugu Pratama Indonesi,,[],
887,BEI: TYRE,King Tire Indonesia Tbk.,,[],
888,BEI: UANG,Pakuan Tbk.,,[],
889,BEI: UCID,Uni-Charm Indonesia Tbk.,,[],
890,BEI: UDNG,Agro Bahari Nusantara Tbk.,,[],
891,BEI: UFOE,Damai Sejahtera Abadi Tbk.,,[],
892,BEI: ULTJ,Ultrajaya Milk Industry & Trad,,[],
893,BEI: UNIC,Unggul Indah Cahaya Tbk.,,[],
894,BEI: UNIQ,Ulima Nitra Tbk.,,[],
895,BEI: UNIT,Nusantara Inti Corpora Tbk,,[],
896,BEI: UNSP,Bakrie Sumatera Plantations Tbk.,,[],
897,BEI: UNTD,Terang Dunia Internusa Tbk.,,[],
